person_age,person_income,person_monthly_income,person_emp_length,emp_stability,loan_grade,loan_amnt,interest_loan_ratio,total_debt_load,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,credit_hist_ratio,debt_burden_index,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
3.091042453358316,9.210440366976517,6.72662900754993,1.0986122886681098,0.09531017980432487,0,8.412054873292933,5.964478682022995,0.3987761199573678,2.2648832258100344,1,0.37156355643248307,0,0.1,0.3987761199573678,1.0986122886681098,0,1,0,0,1,0,0,0
3.1780538303479458,11.461642696843066,8.976852249606347,1.0986122886681098,0.08617769624105233,0,10.463131911491967,7.925157512224703,0.33647223662121295,2.186051276738094,1,0.31481073984003355,0,0.09,0.33647223662121295,1.0986122886681098,0,0,1,0,0,0,0,1
3.295836866004329,11.591376136796182,9.10657081229869,1.6094379124341003,0.1397619423751587,4,10.463131911491967,8.769895544971991,0.3220834991691133,2.9647574692545606,1,0.2776317365982795,0,0.15,0.3220834991691133,1.6094379124341003,0,0,1,1,0,0,0,0
3.1780538303479458,11.652696102959753,9.167884752149762,1.0986122886681098,0.08617769624105233,0,10.463131911491967,7.925157512224703,0.2851789422336624,2.186051276738094,0,0.262364264467491,0,0.17,0.2851789422336624,1.6094379124341003,0,0,1,1,0,0,0,0
3.1780538303479458,13.122365377402328,10.63748080732641,2.0794415416798357,0.262364264467491,1,10.308985993422082,8.069655306886165,0.06765864847381481,2.4553061800117097,0,0.05826890812397577,0,0.13,0.06765864847381481,1.3862943611198906,0,0,0,0,0,0,0,0
3.1780538303479458,11.695255355062795,9.210440366976517,0.0,0.0,0,10.463131911491967,7.925157512224703,0.27002713721306015,2.186051276738094,0,0.2546422183735807,0,0.17,0.27002713721306015,1.6094379124341003,0,0,1,1,0,0,0,0
3.1780538303479458,11.430760506915592,8.945973704036335,2.0794415416798357,0.262364264467491,5,10.463131911491967,8.866229031557687,0.3784364357202451,3.056356895370426,1,0.2776317365982795,0,0.17,0.3784364357202451,1.6094379124341003,0,0,1,0,0,1,0,0
3.1780538303479458,11.635151947212842,9.150342990903138,2.1972245773362196,0.3001045924503381,3,10.463131911491967,8.762254778031378,0.31481073984003355,2.9575110607337933,1,0.27002713721306015,0,0.17,0.31481073984003355,1.6094379124341003,0,0,1,0,0,0,0,0
3.2188758248682006,9.287394001418473,6.803505257608338,2.1972245773362196,0.2851789422336624,1,7.467942332285852,5.264346846976883,0.16551443847757338,2.4840729690394228,1,0.1484200051182733,0,0.08,0.16551443847757338,1.0986122886681098,0,0,0,1,0,0,0,0
3.258096538021482,11.998439434579149,9.513600720526922,1.0986122886681098,0.07696104113612832,0,10.463131911491967,7.871883340270452,0.20701416938432615,2.138889000323256,0,0.1988508587451652,0,0.16,0.20701416938432615,1.6094379124341003,0,0,1,0,0,0,0,1
3.258096538021482,11.827743504053695,9.342917434372437,2.302585092994046,0.3074846997479606,4,10.457401400981889,8.67196539234495,0.262364264467491,2.87751164216656,0,0.22314355131420976,1,0.08,0.262364264467491,1.0986122886681098,0,0,1,0,0,0,1,0
3.1354942159291497,11.082157933374816,8.597421112705904,1.6094379124341003,0.16551443847757338,3,10.434145214930487,8.695874798289596,0.4824261492442927,2.922085733385692,1,0.41871033485818504,0,0.18,0.4824261492442927,1.6094379124341003,0,0,1,1,0,0,0,0
3.2188758248682006,9.303921785597714,6.82001636467413,0.0,0.0,0,7.313886831633462,4.703657132702745,0.1397619423751587,2.1150499691472033,0,0.13102826240640408,0,0.12,0.1397619423751587,1.3862943611198906,0,1,0,0,0,0,1,0
3.1354942159291497,11.289794413577894,8.80502575254403,1.3862943611198906,0.13102826240640408,3,10.432673587634051,8.504579978236892,0.3987761199573678,2.7434173449395014,1,0.3506568716131694,1,0.18,0.3987761199573678,1.6094379124341003,0,0,1,0,0,0,1,0
3.2188758248682006,11.123535457318734,8.638791163163726,2.1972245773362196,0.2851789422336624,2,10.404293143019792,8.339357557806569,0.4382549309311553,2.615934912194404,1,0.3987761199573678,0,0.12,0.4382549309311553,1.3862943611198906,0,0,1,0,1,0,0,0
3.091042453358316,9.305741456739435,6.821837848868918,1.3862943611198906,0.13102826240640408,4,8.428580533059634,6.700238983553627,0.3987761199573678,2.930660276810276,1,0.3506568716131694,1,0.14,0.3987761199573678,1.3862943611198906,0,0,0,0,0,0,0,1
3.1780538303479458,9.305741456739435,6.821837848868918,0.0,0.0,0,7.244941546337007,4.8788547487960185,0.13102826240640408,2.334083760053417,0,0.12221763272424921,0,0.13,0.13102826240640408,1.3862943611198906,0,1,0,0,0,0,1,0
3.2188758248682006,11.082157933374816,8.597421112705904,1.9459101490553132,0.22314355131420976,1,10.389026137075234,8.085717727875842,0.4382549309311553,2.39698576841553,1,0.4054651081081644,0,0.12,0.4382549309311553,1.3862943611198906,0,0,1,0,1,0,0,0
3.091042453358316,9.340491056441229,6.856546191575395,1.791759469228055,0.2151113796169455,2,8.294299608857235,6.243389899847644,0.33647223662121295,2.6275629501895237,1,0.3001045924503381,1,0.1,0.33647223662121295,1.0986122886681098,1,0,0,1,0,0,0,0
3.091042453358316,9.351926736038054,6.8679744089702925,1.791759469228055,0.2151113796169455,1,7.601402334583733,5.4089638866351,0.17395330712343804,2.4948569806411682,1,0.15700374880966478,0,0.14,0.17395330712343804,1.3862943611198906,0,1,0,0,0,1,0,0
3.258096538021482,11.695255355062795,9.210440366976517,1.0986122886681098,0.07696104113612832,0,10.373522431293592,7.658888308740735,0.2468600779315258,2.030776369698555,0,0.23901690047049992,0,0.08,0.2468600779315258,1.0986122886681098,0,0,1,0,0,0,0,1
3.295836866004329,11.461642696843066,8.976852249606347,2.0794415416798357,0.23901690047049992,2,10.343386292962181,8.389537076922672,0.31481073984003355,2.719319793360441,1,0.2851789422336624,1,0.12,0.31481073984003355,1.3862943611198906,0,0,1,0,1,0,0,0
3.258096538021482,12.631343648903034,10.146472946063877,1.0986122886681098,0.07696104113612832,2,10.096213132628804,8.119583151323406,0.08617769624105233,2.6979998652487085,0,0.07696104113612832,0,0.12,0.08617769624105233,1.3862943611198906,0,0,1,0,0,0,0,0
3.295836866004329,12.611541086966115,10.12667110305036,2.3978952727983707,0.3220834991691133,2,8.962007209588313,6.959607417187389,0.0295588022415444,2.673458756332591,0,0.0295588022415444,0,0.15,0.0295588022415444,1.6094379124341003,0,0,0,0,0,1,0,0
3.091042453358316,9.392745258631441,6.90875477931522,1.791759469228055,0.2151113796169455,0,7.824445930877619,5.240423388129134,0.1988508587451652,2.1412419425852827,1,0.19062035960864973,0,0.19,0.1988508587451652,1.6094379124341003,0,1,0,1,0,0,0,0
3.1354942159291497,10.778977123006351,8.294299608857235,0.6931471805599453,0.048790164169432,4,10.308985993422082,8.615770754777232,0.5538851132264376,2.9647574692545606,1,0.48858001481867097,0,0.09,0.5538851132264376,1.0986122886681098,0,0,1,1,0,0,0,0
3.2188758248682006,11.06665398721974,8.581918570094851,2.1972245773362196,0.2851789422336624,3,10.308985993422082,8.38091517312361,0.43178241642553783,2.7434173449395014,1,0.3852624007906449,1,0.12,0.43178241642553783,1.3862943611198906,0,0,1,0,0,0,0,0
3.258096538021482,11.225256725762893,8.740496729931813,1.6094379124341003,0.1484200051182733,3,10.308985993422082,8.53070154144103,0.3852624007906449,2.884241897520628,1,0.33647223662121295,1,0.16,0.3852624007906449,1.6094379124341003,0,0,1,0,1,0,0,0
3.1780538303479458,11.177466714598282,8.69271333763285,1.3862943611198906,0.12221763272424921,3,10.308985993422082,8.101071503119543,0.3852624007906449,2.4840729690394228,1,0.3506568716131694,0,0.17,0.3852624007906449,1.6094379124341003,0,0,1,0,0,0,0,0
3.295836866004329,11.035711906538346,8.550981870055331,1.9459101490553132,0.20701416938432615,4,10.308985993422082,8.59378379357795,0.4510756193602166,2.9439125248241944,1,0.3435897043900769,0,0.08,0.4510756193602166,1.0986122886681098,0,0,1,0,0,1,0,0
3.2188758248682006,9.392745258631441,6.90875477931522,1.6094379124341003,0.15700374880966478,1,7.824445930877619,5.762837237437516,0.20701416938432615,2.6166656393003573,1,0.19062035960864973,0,0.12,0.20701416938432615,1.3862943611198906,0,1,0,0,0,0,0,1
3.295836866004329,12.611541086966115,10.12667110305036,2.3978952727983707,0.3220834991691133,0,9.90353755128617,7.3632795869630385,0.06765864847381481,2.1838015570040787,0,0.06765864847381481,0,0.15,0.06765864847381481,1.6094379124341003,0,0,0,0,0,0,0,1
3.1780538303479458,12.611541086966115,10.12667110305036,0.6931471805599453,0.039220713153281295,5,10.096213132628804,8.457001475882354,0.09531017980432487,3.0160249768217535,0,0.07696104113612832,1,0.09,0.09531017980432487,1.0986122886681098,0,1,0,1,0,0,0,0
3.295836866004329,12.611541086966115,10.12667110305036,2.302585092994046,0.3001045924503381,1,9.210440366976517,6.946013991099227,0.039220713153281295,2.431857428698185,0,0.0295588022415444,0,0.15,0.039220713153281295,1.6094379124341003,0,1,0,0,1,0,0,0
3.295836866004329,12.611541086966115,10.12667110305036,0.0,0.0,3,10.12667110305036,8.25153350299895,0.09531017980432487,2.7930039069823738,0,0.07696104113612832,0,0.12,0.09531017980432487,1.3862943611198906,0,0,0,1,0,0,0,0
3.258096538021482,12.611541086966115,10.12667110305036,2.302585092994046,0.3074846997479606,4,9.798182590890704,7.993619994827744,0.06765864847381481,2.859339648648436,0,0.05826890812397577,0,0.12,0.06765864847381481,1.3862943611198906,0,0,0,0,1,0,0,0
3.295836866004329,11.29838232387519,8.813612482960945,2.1972245773362196,0.27002713721306015,0,10.308985993422082,7.717796211013582,0.33647223662121295,2.138889000323256,1,0.31481073984003355,0,0.12,0.33647223662121295,1.3862943611198906,0,0,1,0,0,0,1,0
3.1354942159291497,11.101960259016467,8.617219505483362,1.6094379124341003,0.16551443847757338,1,10.308985993422082,8.244859395911256,0.412109650826833,2.6166656393003573,1,0.3220834991691133,0,0.14,0.412109650826833,1.3862943611198906,0,0,1,0,0,1,0,0
3.295836866004329,11.396717438335704,8.911934336161426,0.0,0.0,0,10.308985993422082,7.594381242551817,0.3074846997479606,2.030776369698555,1,0.29266961396282,0,0.12,0.3074846997479606,1.3862943611198906,0,0,1,0,0,0,0,0
3.2188758248682006,11.264476926102367,8.77971129020447,1.6094379124341003,0.15700374880966478,3,10.308985993422082,8.101071503119543,0.35767444427181594,2.4840729690394228,1,0.3220834991691133,1,0.17,0.35767444427181594,1.6094379124341003,0,0,1,0,0,0,0,0
3.1780538303479458,11.264476926102367,8.77971129020447,2.0794415416798357,0.262364264467491,5,10.308985993422082,8.628197749459149,0.3784364357202451,2.976549454137217,1,0.3220834991691133,1,0.13,0.3784364357202451,1.3862943611198906,0,0,1,0,0,0,0,0
3.1780538303479458,11.429598202380475,8.944811104165534,1.9459101490553132,0.23111172096338664,2,10.308985993422082,8.42726848388825,0.3220834991691133,2.7868613815264998,1,0.2851789422336624,1,0.13,0.3220834991691133,1.3862943611198906,0,0,1,0,0,0,1,0
3.1780538303479458,11.48247656671073,8.997682899065898,2.0794415416798357,0.262364264467491,1,10.308985993422082,8.069655306886165,0.29266961396282,2.4553061800117097,1,0.27002713721306015,0,0.09,0.29266961396282,1.0986122886681098,0,0,1,0,0,0,0,1
3.258096538021482,11.695255355062795,9.210440366976517,2.302585092994046,0.3074846997479606,0,10.308985993422082,7.771067086065406,0.23901690047049992,2.186051276738094,0,0.22314355131420976,0,0.16,0.23901690047049992,1.6094379124341003,0,0,1,1,0,0,0,0
3.295836866004329,12.54254845357358,10.057680945736871,1.6094379124341003,0.1397619423751587,2,9.210440366976517,7.3758821482150125,0.039220713153281295,2.830857630363757,0,0.039220713153281295,1,0.12,0.039220713153281295,1.3862943611198906,0,0,1,0,0,0,1,0
3.295836866004329,12.532151774715706,10.047284820283895,0.0,0.0,1,9.90353755128617,7.739359202689098,0.07696104113612832,2.5241273629412815,0,0.06765864847381481,0,0.12,0.07696104113612832,1.3862943611198906,0,0,1,0,0,0,0,1
3.1780538303479458,12.531776395271262,10.046909311344686,1.3862943611198906,0.12221763272424921,0,10.463131911491967,8.255178865713034,0.13102826240640408,2.4840729690394228,0,0.12221763272424921,0,0.17,0.13102826240640408,1.6094379124341003,0,1,0,0,0,0,1,0
3.258096538021482,11.759793355371237,9.274972951190154,2.302585092994046,0.3074846997479606,0,10.308985993422082,7.690743163541872,0.22314355131420976,2.1150499691472033,0,0.20701416938432615,0,0.16,0.22314355131420976,1.6094379124341003,0,0,1,0,0,0,1,0
3.2188758248682006,9.392745258631441,6.90875477931522,1.0986122886681098,0.07696104113612832,4,7.467942332285852,5.264346846976883,0.1484200051182733,2.4840729690394228,0,0.1397619423751587,1,0.12,0.1484200051182733,1.3862943611198906,0,1,0,0,0,0,0,1
3.091042453358316,11.782960235741939,9.298137856568918,0.0,0.0,0,10.308985993422082,7.494430215031565,0.2151113796169455,1.944480556245719,0,0.20701416938432615,0,0.19,0.2151113796169455,1.6094379124341003,0,0,1,0,0,0,0,1
3.1354942159291497,12.524530013005734,10.039663507720494,1.9459101490553132,0.23901690047049992,1,9.392745258631441,7.237490587664918,0.048790164169432,2.5321082512722946,0,0.039220713153281295,0,0.09,0.048790164169432,1.0986122886681098,0,1,0,0,0,0,0,1
3.295836866004329,12.479913113434042,9.995048439791734,0.0,0.0,1,9.210440366976517,7.003065458786462,0.039220713153281295,2.4840729690394228,1,0.039220713153281295,0,0.15,0.039220713153281295,1.6094379124341003,0,0,0,1,0,0,0,0
3.258096538021482,12.309761264347044,9.82490419615797,2.302585092994046,0.3074846997479606,3,10.12667110305036,8.275376374836407,0.12221763272424921,2.8154087194227095,1,0.09531017980432487,0,0.08,0.12221763272424921,1.0986122886681098,0,0,0,0,0,1,0,0
3.1354942159291497,11.156264806643742,8.671514713791934,1.9459101490553132,0.23901690047049992,3,10.278527816830314,8.445501681878952,0.3920420877760237,2.8326249356838407,1,0.3506568716131694,0,0.14,0.3920420877760237,1.3862943611198906,0,0,1,1,0,0,0,0
3.1354942159291497,9.392745258631441,6.90875477931522,2.0794415416798357,0.2776317365982795,3,7.313886831633462,5.409858741280944,0.13102826240640408,2.7625383863862796,0,0.12221763272424921,1,0.14,0.13102826240640408,1.3862943611198906,0,0,0,1,0,0,0,0
3.295836866004329,12.468440756144114,9.983576566829804,2.3978952727983707,0.3220834991691133,1,10.239995502805316,8.032100289545854,0.11332868530700317,2.4840729690394228,0,0.10436001532424277,0,0.12,0.11332868530700317,1.3862943611198906,0,1,0,0,1,0,0,0
3.258096538021482,12.464587201678082,9.979722867433699,2.302585092994046,0.3074846997479606,3,9.90353755128617,7.9672801789422,0.08617769624105233,2.7356653681351832,0,0.07696104113612832,1,0.08,0.08617769624105233,1.0986122886681098,0,0,0,0,1,0,0,0
3.2188758248682006,12.449022745701502,9.96415923206886,2.302585092994046,0.3220834991691133,0,9.169622538697624,6.510317862561202,0.039220713153281295,2.0781907597781832,0,0.039220713153281295,0,0.08,0.039220713153281295,1.0986122886681098,0,0,0,1,0,0,0,0
3.258096538021482,12.429220196836383,9.944357385912086,1.0986122886681098,0.07696104113612832,2,10.12667110305036,8.12370606006748,0.10436001532424277,2.673458756332591,0,0.09531017980432487,0,0.16,0.10436001532424277,1.6094379124341003,0,0,1,0,0,1,0,0
3.258096538021482,9.392745258631441,6.90875477931522,0.0,0.0,2,8.006700845440367,5.801211619987747,0.2468600779315258,2.4840729690394228,1,0.22314355131420976,0,0.12,0.2468600779315258,1.3862943611198906,0,1,0,0,0,1,0,0
3.1354942159291497,10.949946527983677,8.465232305818203,1.9459101490553132,0.23901690047049992,0,10.239995502805316,8.032100289545854,0.4382549309311553,2.4840729690394228,1,0.3987761199573678,0,0.09,0.4382549309311553,1.0986122886681098,0,0,1,0,0,1,0,0
3.091042453358316,9.392745258631441,6.90875477931522,1.9459101490553132,0.2546422183735807,2,8.006700845440367,6.014448383498357,0.2468600779315258,2.681706225762608,1,0.22314355131420976,1,0.14,0.2468600779315258,1.3862943611198906,0,1,0,1,0,0,0,0
3.1780538303479458,11.082157933374816,8.597421112705904,1.0986122886681098,0.08617769624105233,0,10.239995502805316,7.70210434005105,0.3784364357202451,2.186051276738094,1,0.35767444427181594,0,0.09,0.3784364357202451,1.0986122886681098,0,0,1,1,0,0,0,0
3.295836866004329,11.350418300109132,8.865640581668663,1.0986122886681098,0.07696104113612832,0,10.239995502805316,7.648835113297385,0.3001045924503381,2.138889000323256,1,0.2851789422336624,0,0.12,0.3001045924503381,1.3862943611198906,0,0,1,0,0,0,0,1
3.295836866004329,9.392745258631441,6.90875477931522,1.0986122886681098,0.07696104113612832,0,8.716207971151853,6.1292898327648535,0.4382549309311553,2.1412419425852827,1,0.412109650826833,0,0.12,0.4382549309311553,1.3862943611198906,0,1,0,1,0,0,0,0
3.1354942159291497,11.385103457032141,8.900321343528448,1.9459101490553132,0.23901690047049992,1,10.239995502805316,7.92869427292174,0.3001045924503381,2.3896797998449792,1,0.2776317365982795,0,0.14,0.3001045924503381,1.3862943611198906,0,0,1,0,0,0,0,1
3.091042453358316,9.392745258631441,6.90875477931522,0.0,0.0,2,8.343077871169383,6.340641450869357,0.33647223662121295,2.6727683869575705,1,0.3001045924503381,1,0.19,0.33647223662121295,1.6094379124341003,0,1,0,0,0,0,1,0
3.1354942159291497,9.392745258631441,6.90875477931522,1.9459101490553132,0.23901690047049992,0,8.46611040118692,5.82938669679107,0.3506568716131694,2.096790180014449,1,0.33647223662121295,0,0.09,0.3506568716131694,1.0986122886681098,0,1,0,0,0,0,0,0
3.2188758248682006,11.326656125928176,8.841881989497114,0.0,0.0,3,10.239995502805316,8.406976458957239,0.3293037471426004,2.8326249356838407,1,0.29266961396282,1,0.17,0.3293037471426004,1.6094379124341003,0,0,1,0,0,0,0,1
3.2188758248682006,12.429220196836383,9.944357385912086,1.0986122886681098,0.07696104113612832,2,9.798182590890704,7.756794479499057,0.07696104113612832,2.637627736805664,0,0.06765864847381481,1,0.12,0.07696104113612832,1.3862943611198906,0,0,1,1,0,0,0,0
3.258096538021482,11.51293546492023,9.028138408030719,1.791759469228055,0.18232155679395465,1,10.239995502805316,8.175885281751386,0.2776317365982795,2.6166656393003573,0,0.2468600779315258,0,0.12,0.2776317365982795,1.3862943611198906,0,0,1,0,0,0,0,0
3.295836866004329,11.608244735642321,9.123438443542296,2.3978952727983707,0.3220834991691133,0,10.239995502805316,7.821242083523558,0.2468600779315258,2.2925347571405443,0,0.22314355131420976,0,0.08,0.2468600779315258,1.0986122886681098,0,0,1,1,0,0,0,0
3.295836866004329,9.392745258631441,6.90875477931522,0.0,0.0,0,7.901377353792616,5.69618703553437,0.22314355131420976,2.4840729690394228,1,0.20701416938432615,0,0.15,0.22314355131420976,1.6094379124341003,0,1,0,0,0,0,0,0
3.1354942159291497,11.58989576532275,9.105090961257085,1.9459101490553132,0.23901690047049992,1,10.239995502805316,8.032100289545854,0.2546422183735807,2.4840729690394228,1,0.23111172096338664,0,0.18,0.2546422183735807,1.6094379124341003,0,0,1,1,0,0,0,0
3.1780538303479458,11.926365356462313,9.441531454869693,2.0794415416798357,0.262364264467491,1,10.239995502805316,8.042956615880863,0.19062035960864973,2.494031557565001,0,0.17395330712343804,0,0.09,0.19062035960864973,1.0986122886681098,0,0,1,0,0,0,0,0
3.2188758248682006,11.141876276228,8.657129031713755,1.0986122886681098,0.07696104113612832,0,10.225607282932941,8.0177162602737,0.3646431135879093,2.4840729690394228,1,0.33647223662121295,0,0.08,0.3646431135879093,1.0986122886681098,0,0,1,0,1,0,0,0
3.091042453358316,9.392745258631441,6.90875477931522,1.791759469228055,0.2151113796169455,4,8.086717920303906,6.235586504807383,0.27002713721306015,2.8142103969306005,1,0.23901690047049992,1,0.14,0.27002713721306015,1.3862943611198906,0,0,0,0,0,0,0,0
3.1354942159291497,11.156264806643742,8.671514713791934,1.6094379124341003,0.16551443847757338,2,10.221977646629885,8.18660361795318,0.3646431135879093,2.643333886382519,1,0.3293037471426004,1,0.14,0.3646431135879093,1.3862943611198906,0,0,1,1,0,0,0,0
3.1354942159291497,12.388398368982115,9.90353755128617,1.9459101490553132,0.23901690047049992,1,10.12667110305036,7.918810587300715,0.11332868530700317,2.4840729690394228,0,0.09531017980432487,0,0.09,0.11332868530700317,1.0986122886681098,0,1,0,0,0,0,1,0
3.295836866004329,11.200964361058276,8.716207971151853,1.791759469228055,0.17395330712343804,3,10.205479252168017,8.349060889321878,0.35767444427181594,2.810606789427302,1,0.31481073984003355,1,0.08,0.35767444427181594,1.0986122886681098,0,0,1,0,0,0,0,1
3.2188758248682006,11.326607934898927,8.84183428671148,1.791759469228055,0.19062035960864973,2,10.203629181337648,8.200645143329789,0.31481073984003355,2.673458756332591,1,0.2851789422336624,1,0.08,0.31481073984003355,1.0986122886681098,0,0,1,0,0,0,1,0
3.2188758248682006,11.203679214602607,8.718921872468753,0.0,0.0,3,10.203629181337648,7.995744677346333,0.3435897043900769,2.4840729690394228,1,0.31481073984003355,0,0.12,0.3435897043900769,1.3862943611198906,0,0,1,0,0,0,0,1
3.1780538303479458,11.042937835596494,8.558206527629503,2.0794415416798357,0.262364264467491,1,10.165890277802454,8.021453205068287,0.3784364357202451,2.542389085201363,1,0.3506568716131694,0,0.09,0.3784364357202451,1.0986122886681098,0,0,1,0,0,1,0,0
3.1780538303479458,11.695255355062795,9.210440366976517,0.6931471805599453,0.039220713153281295,1,10.150386692204734,8.086299499957649,0.2151113796169455,2.6166656393003573,0,0.19062035960864973,0,0.13,0.2151113796169455,1.3862943611198906,0,0,1,1,0,0,0,0
3.2188758248682006,9.422301633887823,6.93828448401696,1.0986122886681098,0.07696104113612832,2,7.3783837129967145,5.385045370057861,0.1397619423751587,2.6789646202071133,0,0.12221763272424921,0,0.12,0.1397619423751587,1.3862943611198906,0,1,0,0,0,1,0,0
3.1354942159291497,11.002116507732017,8.517393171418904,0.0,0.0,1,10.145492111491256,7.937624664918503,0.3852624007906449,2.4840729690394228,1,0.3506568716131694,0,0.14,0.3852624007906449,1.3862943611198906,0,0,1,0,0,0,0,1
3.258096538021482,12.36308066783498,9.87822102528824,1.3862943611198906,0.11332868530700317,2,9.90353755128617,7.956827122090111,0.09531017980432487,2.725890119230541,0,0.08617769624105233,1,0.16,0.09531017980432487,1.6094379124341003,0,0,0,0,0,1,0,0
3.2188758248682006,12.36308066783498,9.87822102528824,2.1972245773362196,0.2851789422336624,1,9.90353755128617,7.482681828154651,0.08617769624105233,2.2905125117597764,0,0.08617769624105233,0,0.17,0.08617769624105233,1.6094379124341003,0,1,0,0,1,0,0,0
3.295836866004329,12.36308066783498,9.87822102528824,2.3978952727983707,0.3220834991691133,1,9.980494888896912,7.875453698700662,0.09531017980432487,2.578700529074361,0,0.08617769624105233,0,0.12,0.09531017980432487,1.3862943611198906,0,0,0,0,1,0,0,0
3.258096538021482,12.30594060467835,9.821083726281312,1.9459101490553132,0.2151113796169455,3,9.38437770918244,7.448322212605989,0.05826890812397577,2.7356653681351832,1,0.048790164169432,1,0.12,0.05826890812397577,1.3862943611198906,0,0,0,0,0,0,0,0
3.295836866004329,12.356649805075568,9.871790465792873,0.0,0.0,2,10.12667110305036,8.17287021825031,0.11332868530700317,2.719319793360441,0,0.10436001532424277,1,0.08,0.11332868530700317,1.0986122886681098,0,0,0,0,0,1,0,0
3.258096538021482,12.345838935721968,9.86098028457332,1.791759469228055,0.18232155679395465,2,10.463131911491967,8.496480149818696,0.15700374880966478,2.7073833121145063,0,0.1397619423751587,0,0.16,0.15700374880966478,1.6094379124341003,0,0,0,0,0,1,0,0
3.1780538303479458,11.326607934898927,8.84183428671148,2.0794415416798357,0.262364264467491,1,10.138599199626192,7.930734843909817,0.29266961396282,2.4840729690394228,1,0.262364264467491,0,0.13,0.29266961396282,1.3862943611198906,0,0,1,1,0,0,0,0
3.258096538021482,9.441531454869693,6.957497370876951,1.3862943611198906,0.11332868530700317,2,7.467942332285852,5.477216406540661,0.1484200051182733,2.681706225762608,0,0.13102826240640408,0,0.12,0.1484200051182733,1.3862943611198906,0,1,0,0,0,0,1,0
3.091042453358316,10.657282884047461,8.172635959121953,1.3862943611198906,0.13102826240640408,2,10.12667110305036,8.06573649945708,0.5068176023684519,2.6195832197798796,1,0.4637340162321401,1,0.14,0.5068176023684519,1.3862943611198906,0,0,1,1,0,0,0,0
3.2188758248682006,10.62135173563291,8.136714311325802,1.0986122886681098,0.07696104113612832,3,10.12667110305036,7.918810587300715,0.5187937934151675,2.4840729690394228,1,0.4762341789963716,0,0.12,0.5187937934151675,1.3862943611198906,0,0,1,0,1,0,0,0
